TIME,BATT,CCS811_ECO2,CCS811_VOCS,HUM,LIGHT,NOISE_A,PMS5003_PM_1,PMS5003_PM_10,PMS5003_PM_25,PRESS,TEMP
2024-03-08 09:00:00+00:00,-1.0,3595.6,4122.0,70.22200000000001,62.6,47.06,18.0,39.0,36.0,100.826,9.38
2024-03-08 09:05:00+00:00,-1.0,3695.6,4339.0,66.518,68.0,45.682,18.0,45.0,37.0,100.832,10.382000000000001
2024-03-08 09:10:00+00:00,-1.0,3609.2,4154.4,63.958000000000006,62.2,48.17200000000001,18.0,40.0,34.0,100.848,11.272
2024-03-08 09:15:00+00:00,-1.0,3624.2,4183.0,61.412,62.6,47.187999999999995,17.0,36.0,31.0,100.83599999999998,11.556000000000001
2024-03-08 09:20:00+00:00,-1.0,3621.0,4174.2,59.998000000000005,76.0,49.064,18.0,35.0,32.0,100.82799999999999,12.176
2024-03-08 09:25:00+00:00,-1.0,3630.8,4194.0,58.95200000000001,75.2,48.684000000000005,19.0,33.0,32.0,100.83,12.464
2024-03-08 09:30:00+00:00,-1.0,3588.4,4103.8,57.922000000000004,68.2,47.65,19.0,38.0,35.0,100.82399999999998,12.844
2024-03-08 09:35:00+00:00,-1.0,3548.6,4022.4,58.28000000000001,78.0,47.78,19.0,37.0,34.0,100.828,12.972
2024-03-08 09:40:00+00:00,-1.0,3595.2,4124.6,56.284000000000006,96.8,48.212,19.0,37.0,34.0,100.83200000000001,13.41
2024-03-08 09:45:00+00:00,-1.0,3557.25,4040.5,56.2925,101.25,49.822500000000005,18.0,36.0,33.0,100.83,13.79
2024-03-08 09:50:00+00:00,-1.0,3466.6,3849.2,55.028,82.8,53.67,18.0,35.0,33.0,100.824,14.302000000000001
2024-03-08 09:55:00+00:00,-1.0,3519.6,3963.2,55.45399999999999,66.2,46.938,19.0,40.0,34.0,100.79400000000001,13.657999999999998
2024-03-08 10:00:00+00:00,-1.0,3652.6,4246.6,58.072,31.8,52.622,20.0,42.0,36.0,100.74000000000001,12.25
2024-03-08 10:05:00+00:00,-1.0,3768.8,4488.4,63.28399999999999,28.4,50.418,19.0,41.0,35.0,100.71199999999999,10.522
2024-03-08 10:10:00+00:00,-1.0,3877.6,4745.2,65.446,49.4,60.238,19.0,41.0,34.0,100.688,9.453999999999999
2024-03-08 10:15:00+00:00,-1.0,3745.2,4439.8,67.762,33.8,50.884,20.0,40.0,34.0,100.692,9.066
2024-03-08 10:20:00+00:00,-1.0,3716.2,4382.8,68.604,22.6,53.474000000000004,20.0,44.0,39.0,100.67600000000002,8.687999999999999
2024-03-08 10:25:00+00:00,-1.0,3707.4,4361.8,70.096,18.8,53.27,19.0,42.0,34.0,100.672,8.372
2024-03-08 10:30:00+00:00,-1.0,3623.0,4178.6,72.93599999999999,20.0,52.456,18.0,40.0,34.0,100.66599999999998,8.006
2024-03-08 10:35:00+00:00,-1.0,3508.4,3936.0,75.07000000000001,15.6,50.52,21.0,45.0,38.0,100.664,7.712000000000001
2024-03-08 10:40:00+00:00,-1.0,3421.8,3756.0,75.696,27.0,48.919999999999995,21.0,46.0,38.0,100.67,7.552000000000001
2024-03-08 10:45:00+00:00,-1.0,3403.4,3719.6,74.78999999999999,15.4,47.836,22.0,47.0,40.0,100.668,7.646000000000001
2024-03-08 10:50:00+00:00,-1.0,3338.2,3574.8,76.048,11.8,48.885999999999996,22.0,51.0,40.0,100.682,7.433999999999999
2024-03-08 10:55:00+00:00,-1.0,3292.8,3477.2,76.398,21.0,48.178000000000004,20.0,50.0,40.0,100.68,7.33
2024-03-08 11:00:00+00:00,-1.0,3246.0,3376.75,76.04499999999999,36.75,51.19499999999999,22.0,51.0,42.0,100.67500000000001,7.6675
2024-03-08 11:05:00+00:00,-1.0,3319.6,3531.2,74.35,27.8,49.162,21.0,49.0,40.0,100.674,8.018
2024-03-08 11:10:00+00:00,-1.0,3291.2,3476.8,74.104,20.8,48.246,20.0,45.0,37.0,100.668,7.936
2024-03-08 11:15:00+00:00,-1.0,3282.8,3455.2,74.478,18.8,50.006,20.0,48.0,36.0,100.66199999999999,7.9
2024-03-08 11:20:00+00:00,-1.0,3247.2,3379.6,74.35,18.8,49.014,22.0,52.0,41.0,100.64599999999999,7.748
2024-03-08 11:25:00+00:00,-1.0,3190.8,3248.8,74.646,21.8,48.65,20.0,50.0,40.0,100.64,7.684
2024-03-08 11:30:00+00:00,-1.0,3166.8,3198.6,75.068,11.4,50.818,19.0,44.0,38.0,100.63399999999999,7.438
2024-03-08 11:35:00+00:00,-1.0,3148.8,3166.6,75.88199999999999,15.8,51.35,20.0,44.0,37.0,100.63399999999999,7.2219999999999995
2024-03-08 11:40:00+00:00,-1.0,3111.0,3084.8,76.422,16.4,50.334,22.0,47.0,39.0,100.63399999999999,7.2219999999999995
2024-03-08 11:45:00+00:00,-1.0,3092.4,3045.6,77.054,22.2,49.52400000000001,21.0,44.0,37.0,100.636,7.273999999999999
2024-03-08 11:50:00+00:00,-1.0,3086.4,3032.2,76.73,21.0,49.010000000000005,20.0,51.0,40.0,100.63399999999999,7.337999999999999
2024-03-08 11:55:00+00:00,-1.0,3048.2,2948.0,76.866,24.6,51.85000000000001,18.0,49.0,38.0,100.63399999999999,7.488000000000001
2024-03-08 12:00:00+00:00,-1.0,3056.0,2967.2,75.544,28.4,49.339999999999996,18.0,47.0,36.0,100.62,7.653999999999999
2024-03-08 12:05:00+00:00,-1.0,3108.6,3081.2,72.842,46.2,50.682,18.0,44.0,33.0,100.608,7.714
2024-03-08 12:10:00+00:00,-1.0,3215.8,3310.0,71.99199999999999,20.8,49.4,17.0,42.0,31.0,100.61600000000001,7.867999999999999
2024-03-08 12:15:00+00:00,-1.0,3166.2,3201.6,73.74,25.2,53.234,18.0,44.0,34.0,100.604,7.6819999999999995
2024-03-08 12:20:00+00:00,-1.0,3174.0,3218.4,72.084,22.4,53.336,20.0,45.0,36.0,100.582,7.5600000000000005
2024-03-08 12:25:00+00:00,-1.0,3199.75,3273.0,71.1575,27.5,51.587500000000006,19.0,49.0,39.0,100.57,7.4925
2024-03-08 12:30:00+00:00,-1.0,3252.0,3391.4,72.936,22.2,53.07000000000001,19.0,47.0,37.0,100.584,7.704000000000001
2024-03-08 12:35:00+00:00,-1.0,3198.0,3271.4,74.696,15.8,50.61,20.0,44.0,39.0,100.58,7.65
2024-03-08 12:40:00+00:00,-1.0,3165.6,3200.0,75.37,19.0,51.2,22.0,48.0,41.0,100.57199999999999,7.572
2024-03-08 12:45:00+00:00,-1.0,3161.4,3192.2,74.32000000000001,22.0,50.784000000000006,20.0,44.0,36.0,100.572,7.706
2024-03-08 12:50:00+00:00,-1.0,3142.2,3152.2,74.554,20.0,48.902,22.0,46.0,38.0,100.57199999999999,7.764
2024-03-08 12:55:00+00:00,-1.0,3174.6,3218.4,73.61,13.8,48.962,22.0,47.0,41.0,100.56,7.682
