TIME,BATT,CCS811_ECO2,CCS811_VOCS,HUM,LIGHT,NOISE_A,PMS5003_PM_1,PMS5003_PM_10,PMS5003_PM_25,PRESS,TEMP
2024-02-21 09:00:00+00:00,-1.0,1847.0,511.0,95.89,8.2,58.9,0.0,0.0,0.0,99.058,10.290000000000001
2024-02-21 09:05:00+00:00,-1.0,1847.0,511.0,96.02,12.6,49.653999999999996,0.0,0.0,0.0,99.026,10.416
2024-02-21 09:10:00+00:00,-1.0,1847.0,511.0,95.11000000000001,6.5,52.3525,0.0,0.0,0.0,99.04,10.695
2024-02-21 09:15:00+00:00,-1.0,1828.6,487.0,94.568,6.2,54.39,0.0,0.0,0.0,99.05199999999999,10.77
2024-02-21 09:20:00+00:00,-1.0,1801.0,451.0,94.398,5.6,50.44200000000001,0.0,0.0,0.0,99.058,10.788
2024-02-21 09:25:00+00:00,-1.0,1801.0,451.0,94.24799999999999,6.4,53.09400000000001,0.0,0.0,0.0,99.076,10.97
2024-02-21 09:30:00+00:00,-1.0,1747.8,389.8,91.736,8.2,55.516,0.0,0.0,0.0,99.098,11.767999999999999
2024-02-21 09:35:00+00:00,-1.0,1712.0,351.0,89.792,9.6,51.212,0.0,0.0,0.0,99.1,12.07
2024-02-21 09:40:00+00:00,-1.0,1712.0,351.0,89.44,11.0,56.398,0.0,0.0,0.0,99.08599999999998,11.940000000000001
2024-02-21 09:45:00+00:00,-1.0,1712.0,351.0,89.462,13.2,57.779999999999994,0.0,0.0,0.0,99.096,12.004
2024-02-21 09:50:00+00:00,-1.0,1712.0,351.0,89.03599999999999,12.8,54.65,0.0,0.0,0.0,99.09,12.122000000000002
2024-02-21 09:55:00+00:00,-1.0,1694.8,333.8,88.58599999999998,12.4,50.178000000000004,0.0,0.0,0.0,99.098,12.233999999999998
2024-02-21 10:00:00+00:00,-1.0,1694.8,333.8,88.482,12.6,53.838,0.0,0.0,0.0,99.088,12.284
2024-02-21 10:05:00+00:00,-1.0,1669.0,308.0,87.98,11.8,55.6,0.0,0.0,0.0,99.09,12.416
2024-02-21 10:10:00+00:00,-1.0,1669.0,308.0,87.904,9.8,49.962,0.0,0.0,0.0,99.09400000000001,12.456
2024-02-21 10:15:00+00:00,-1.0,1669.0,308.0,88.006,9.6,53.504000000000005,0.0,0.0,0.0,99.104,12.418
2024-02-21 10:20:00+00:00,-1.0,1669.0,308.0,87.87499999999999,11.25,52.685,0.0,0.0,0.0,99.11250000000001,12.515
2024-02-21 10:25:00+00:00,-1.0,1669.0,308.0,87.49600000000001,15.8,51.592000000000006,0.0,0.0,0.0,99.1,12.568
2024-02-21 10:30:00+00:00,-1.0,1660.8,300.6,87.244,27.6,51.15599999999999,0.0,0.0,0.0,99.1,12.708
2024-02-21 10:35:00+00:00,-1.0,1619.75,263.25,86.38749999999999,25.25,49.575,0.0,0.0,0.0,99.1275,13.215
2024-02-21 10:40:00+00:00,-1.0,1604.8,249.8,84.22200000000001,24.8,57.616,0.0,0.0,0.0,99.16,13.254000000000001
2024-02-21 10:45:00+00:00,-1.0,1612.0,256.0,84.284,21.8,51.638,0.0,0.0,0.0,99.162,13.244
2024-02-21 10:50:00+00:00,-1.0,1632.0,274.0,84.415,20.75,52.2675,0.0,0.0,0.0,99.17500000000001,13.192499999999999
2024-02-21 10:55:00+00:00,-1.0,1634.4,276.4,84.08800000000001,35.0,64.258,0.0,0.0,0.0,99.17,13.106
