TIME,BATT,CCS811_ECO2,CCS811_VOCS,HUM,LIGHT,NOISE_A,PMS5003_PM_1,PMS5003_PM_10,PMS5003_PM_25,PRESS,TEMP
2024-03-11 00:00:00+00:00,-1.0,1441.0,158.0,48.618,0.0,32.218,1.0,4.0,4.0,100.3,18.402
2024-03-11 00:05:00+00:00,-1.0,1441.0,158.0,48.612,0.0,32.646,2.0,6.0,6.0,100.3,18.39
2024-03-11 00:10:00+00:00,-1.0,1441.0,158.0,48.606,0.0,32.952,1.0,7.0,5.0,100.308,18.412
2024-03-11 00:15:00+00:00,-1.0,1445.0,158.8,48.602,0.0,33.556,3.0,7.0,5.0,100.314,18.394
2024-03-11 00:20:00+00:00,-1.0,1452.6,160.0,48.605999999999995,0.0,32.599999999999994,2.0,5.0,4.0,100.318,18.404000000000003
2024-03-11 00:25:00+00:00,-1.0,1464.2,162.0,48.59799999999999,0.0,33.33399999999999,1.0,4.0,4.0,100.32,18.387999999999998
2024-03-11 00:30:00+00:00,-1.0,1464.2,162.0,48.602,0.0,33.44,0.0,6.0,6.0,100.326,18.398000000000003
2024-03-11 00:35:00+00:00,-1.0,1458.4,161.0,48.598,0.0,32.11800000000001,0.0,6.0,6.0,100.33,18.406
2024-03-11 00:40:00+00:00,-1.0,1470.0,163.0,48.59,0.0,32.19199999999999,0.0,6.0,6.0,100.33600000000001,18.388
2024-03-11 00:45:00+00:00,-1.0,1464.2,162.0,48.606,0.0,34.01,0.0,7.0,6.0,100.34,18.392
2024-03-11 00:50:00+00:00,-1.0,1469.0,162.6,48.612,0.0,31.188,0.0,5.0,3.0,100.348,18.384
2024-03-11 00:55:00+00:00,-1.0,1476.4,163.8,48.59,0.0,32.42399999999999,0.0,6.0,4.0,100.35,18.392000000000003
2024-03-11 01:00:00+00:00,-1.0,1478.0,164.0,48.598,0.0,33.078,0.0,5.0,4.0,100.35,18.380000000000003
2024-03-11 01:05:00+00:00,-1.0,1478.0,164.0,48.6,0.0,31.894,1.0,5.0,3.0,100.354,18.394
2024-03-11 01:10:00+00:00,-1.0,1478.0,164.0,48.6,0.0,33.046,0.0,4.0,4.0,100.36,18.386000000000003
2024-03-11 01:15:00+00:00,-1.0,1469.0,162.6,48.628,0.0,34.552,1.0,4.0,4.0,100.36,18.372000000000003
2024-03-11 01:20:00+00:00,-1.0,1476.4,163.8,48.594,0.0,34.068,2.0,6.0,5.0,100.36,18.37
