TIME,BATT,CCS811_ECO2,CCS811_VOCS,HUM,LIGHT,NOISE_A,PMS5003_PM_1,PMS5003_PM_10,PMS5003_PM_25,PRESS,TEMP
2024-03-08 09:00:00+00:00,-1.0,1375.0,147.8,47.0,0.0,42.977999999999994,1.0,3.0,3.0,100.776,19.304000000000002
2024-03-08 09:05:00+00:00,-1.0,1448.8,159.4,46.86800000000001,0.0,47.952,1.0,4.0,4.0,100.768,19.396
2024-03-08 09:10:00+00:00,-1.0,1499.6,169.8,46.983999999999995,0.0,46.986000000000004,0.0,5.0,4.0,100.768,19.468
2024-03-08 09:15:00+00:00,-1.0,1509.2,177.4,46.982,0.0,37.062,1.0,4.0,3.0,100.764,19.548
2024-03-08 09:20:00+00:00,-1.0,1515.25,182.0,46.96249999999999,0.0,39.379999999999995,0.0,5.0,4.0,100.77,19.63
2024-03-08 09:25:00+00:00,-1.0,1508.0,177.2,46.926,0.0,39.99400000000001,0.0,6.0,5.0,100.77,19.842
2024-03-08 09:30:00+00:00,-1.0,1510.4,178.2,46.766,0.0,42.66799999999999,0.0,6.0,5.0,100.77,19.894
2024-03-08 09:35:00+00:00,-1.0,1515.2,181.8,46.882,0.0,50.61,0.0,5.0,4.0,100.76599999999999,19.97
2024-03-08 09:40:00+00:00,-1.0,1524.0,187.8,46.866,0.0,36.965999999999994,0.0,4.0,4.0,100.76,20.026
2024-03-08 09:45:00+00:00,-1.0,1524.0,188.2,46.78,0.0,39.760000000000005,0.0,3.0,3.0,100.752,20.107999999999997
2024-03-08 09:50:00+00:00,-1.0,1537.4,197.6,46.664,0.0,37.876000000000005,0.0,4.0,4.0,100.742,20.166
2024-03-08 09:55:00+00:00,-1.0,1548.4,205.6,46.688,0.0,45.553999999999995,0.0,4.0,4.0,100.726,20.228
2024-03-08 10:00:00+00:00,-1.0,1538.2,197.8,47.114,0.0,45.495999999999995,0.0,5.0,4.0,100.71599999999998,20.316
2024-03-08 10:05:00+00:00,-1.0,1545.6,204.2,47.298,0.0,52.089999999999996,0.0,3.0,3.0,100.71,20.4
2024-03-08 10:10:00+00:00,-1.0,1549.8,206.6,47.414,0.0,44.618,0.0,4.0,4.0,100.708,20.490000000000002
2024-03-08 10:15:00+00:00,-1.0,1563.2,217.2,47.464,0.0,41.492000000000004,0.0,4.0,3.0,100.704,20.576
2024-03-08 10:20:00+00:00,-1.0,1573.0,224.4,47.29200000000001,0.0,44.548,0.0,3.0,3.0,100.70599999999999,20.654
2024-03-08 10:25:00+00:00,-1.0,1575.6,225.6,47.346000000000004,0.0,42.562,0.0,3.0,3.0,100.70599999999999,20.721999999999998
2024-03-08 10:30:00+00:00,-1.0,1607.8,255.2,47.45,0.0,52.884,0.0,4.0,4.0,100.70599999999999,20.79
2024-03-08 10:35:00+00:00,-1.0,1709.2,347.8,47.465999999999994,0.0,56.302,1.0,3.0,3.0,100.702,20.881999999999998
2024-03-08 10:40:00+00:00,-1.0,1723.0,360.0,47.474000000000004,0.0,49.314,1.0,4.0,4.0,100.702,20.951999999999998
2024-03-08 10:45:00+00:00,-1.0,1716.4,354.0,47.598,0.0,48.251999999999995,0.0,4.0,3.0,100.71,21.029999999999994
2024-03-08 10:50:00+00:00,-1.0,1711.2,349.0,47.392,0.0,48.02,0.0,5.0,3.0,100.71,21.088
2024-03-08 10:55:00+00:00,-1.0,1707.0,346.4,47.542,0.0,51.33,1.0,7.0,4.0,100.71,21.15
2024-03-08 11:00:00+00:00,-1.0,1712.2,350.4,47.525999999999996,0.0,50.239999999999995,1.0,6.0,4.0,100.70599999999999,21.174
2024-03-08 11:05:00+00:00,-1.0,1706.5,346.0,47.3325,0.0,61.65,1.0,7.0,6.0,100.7025,21.21
2024-03-08 11:10:00+00:00,-1.0,1669.2,308.6,47.346000000000004,0.0,54.182,1.0,6.0,5.0,100.69800000000001,21.258
2024-03-08 11:15:00+00:00,-1.0,1660.2,298.8,47.226000000000006,0.0,57.396,0.0,5.0,5.0,100.686,21.3
2024-03-08 11:20:00+00:00,-1.0,1651.0,291.0,46.916,0.0,40.156,0.0,7.0,5.0,100.682,21.344
